date,open,high,low,close,volume,pct,Log_Return,sigma,dayofweek,daysLeft,strike,near_option,strategy_on,strike_real,is_strike
2021-11-09,322.82,323.1,299.64,306.57,64674600,-0.0047721075185042094,-0.004783530378822086,0.38896708495555266,1,9,328.2991226895979,335.0,,280.0,
2021-11-10,293.56,308.5,287.78,294.59,63620600,-0.03907753531004343,-0.039861555171116066,0.39136232662437664,2,8,325.4909949284219,330.0,,280.0,
2021-11-11,304.68,305.9,297.77,303.9,33217200,0.03160324518822777,0.03111414080163608,0.3919733841988869,3,7,311.6716607356758,315.0,1.0,285.0,
2021-11-12,300.1,306.8,296.3,303.9,41305400,0.0,0.0,0.3915812120684937,4,6,320.206045723608,325.0,,285.0,1.0
2021-11-15,305.52,306.44,292.47,300.25,38490900,-0.012010529779532653,-0.012083238962654376,0.3918697278382625,0,10,325.09137044669586,330.0,,320.0,
2021-11-16,297.59,303.9,297.06,302.03,26448400,0.005928393005828481,0.005910889229453698,0.3918765886306244,1,9,320.0928230838469,325.0,,325.0,
2021-11-17,304.18,305.09,288.0,292.61,42850800,-0.031188954739595265,-0.03168568583755486,0.39336257756248355,2,8,320.8144773119032,325.0,,335.0,
2021-11-18,323.67,327.6,313.21,316.75,78171100,0.08249888930658544,0.07927215484925672,0.40064773961762573,3,7,309.6660486257252,315.0,1.0,330.0,
2021-11-19,322.43,330.88,319.05,329.85,53386700,0.041357537490134266,0.040525186467631535,0.40228351823820363,4,6,334.1317729108428,340.0,,315.0,1.0
2021-11-22,335.17,346.47,319.0,319.56,75433500,-0.03119599818099139,-0.03169295605503874,0.403561960483837,0,10,353.5015623734929,360.0,,325.0,
2021-11-23,315.35,323.6,308.8,317.46,53216300,-0.0065715358618100295,-0.006593223469745856,0.40359434594700033,1,9,341.3301029031434,345.0,,330.0,
2021-11-24,314.61,328.55,309.28,326.74,43516200,0.02923202923202939,0.02881292145426731,0.4043951264666249,2,8,337.8130531619025,345.0,,325.0,
2021-11-25,314.61,328.55,309.28,326.74,43516200,0.02923202923202939,0.0,0.40377696562392407,3,7,346.33533889623504,350.0,1.0,325.0,
2021-11-26,326.0,327.1,313.5,315.03,28306900,-0.035838893309665276,-0.03649687521235093,0.4042090992666605,4,6,344.813822428626,350.0,,315.0,1.0
2021-11-29,323.66,334.12,320.36,333.76,45496400,0.05945465511221171,0.057754299426396094,0.4078291185664117,0,10,337.7308394280107,345.0,,340.0,
2021-11-30,331.69,333.53,318.64,326.76,62206600,-0.02097315436241609,-0.02119621533873907,0.4085910843633036,1,9,356.7459975568921,360.0,,360.0,
2021-12-01,332.19,332.89,313.8,314.35,48436800,-0.03797894479128405,-0.038718941644598374,0.4103389323298706,2,8,347.9769061732173,355.0,,345.0,
2021-12-02,312.14,324.78,310.25,321.26,47289000,0.021981867345315598,0.021743749300549856,0.41074813445310515,3,7,333.4876433593707,340.0,1.0,345.0,
2021-12-03,320.0,321.29,301.3,306.93,54432500,-0.04460561538940422,-0.04563105557066179,0.41349601756574994,4,6,339.3459820262397,345.0,,350.0,0.0
2021-12-06,298.8,302.41,280.38,300.37,65893800,-0.021372951487309777,-0.02160466050021161,0.41422667697746474,0,10,329.57361731631823,335.0,,350.0,
2021-12-07,309.57,324.49,306.51,324.27,59305300,0.07956853214368942,0.07656145403747458,0.42057875104240044,1,9,321.39204037433615,325.0,,345.0,
2021-12-08,319.99,322.9,314.21,318.26,47555100,-0.01853393776790946,-0.01870784331418343,0.42116571901051336,2,8,345.96319091973123,350.0,,360.0,
2021-12-09,317.34,322.05,304.28,304.9,48850700,-0.04197825677119338,-0.04288480478782874,0.42364329579564564,3,7,338.16257742924745,345.0,1.0,355.0,
2021-12-10,311.5,313.05,298.61,301.98,48882500,-0.009576910462446575,-0.009623063977885342,0.4231710594068397,4,6,322.61921337060306,330.0,,340.0,0.0
2021-12-13,302.49,302.94,281.16,281.61,59834400,-0.06745479833101531,-0.06983765499931348,0.4294312857694744,0,10,324.79892970269617,330.0,,345.0,
2021-12-14,276.99,286.78,272.5,283.37,66703500,0.0062497780618586685,0.0062303291909681915,0.4294317745427943,1,9,302.0681978987906,305.0,,335.0,
2021-12-15,284.0,305.0,278.38,304.59,69829700,0.07488442672124784,0.07221314577326275,0.4348279422327996,2,8,302.73941945662614,310.0,,325.0,
2021-12-16,311.52,311.6,280.93,283.87,70736600,-0.06802587084277212,-0.07045022309680934,0.4410562503885754,3,7,324.2751624481656,330.0,1.0,350.0,
2021-12-17,279.85,289.22,277.6,278.01,71375800,-0.020643252192905304,-0.020859302617721922,0.4415279688697452,4,6,301.0652772500334,305.0,,345.0,0.0
2021-12-20,273.05,281.44,271.45,277.19,46184700,-0.0029495341894175686,-0.0029538926377562754,0.4414559710964242,0,10,299.96404061245494,305.0,,330.0,
2021-12-21,283.74,291.2,274.01,290.75,52438500,0.04891951369097014,0.047760599769820486,0.4437092583186093,1,9,297.9115409037667,305.0,,330.0,
2021-12-22,288.91,295.55,284.49,294.0,39518400,0.011177987962166736,0.011115975939907732,0.4437785679066096,2,8,311.3074608037502,315.0,,305.0,
2021-12-23,297.55,300.59,294.31,296.4,34302200,0.008163265306122325,0.008130126083250089,0.44340435136545464,3,7,313.40449972746785,320.0,1.0,310.0,
2021-12-24,297.55,300.59,294.31,296.4,34302200,0.008163265306122325,0.0,0.4387416851003566,4,6,314.45271434712674,320.0,,330.0,0.0
2021-12-27,296.6,310.87,296.4,309.45,40368600,0.044028340080971784,0.04308663476343882,0.437343521324636,0,10,319.6529178614306,325.0,,305.0,
2021-12-28,313.12,313.3,300.12,303.22,42059100,-0.020132493132977713,-0.02033791353193478,0.4379050552186636,1,9,332.3598738897946,335.0,,305.0,
2021-12-29,302.73,305.48,293.66,300.01,34313900,-0.010586372930545651,-0.01064280721944458,0.4375508772140509,2,8,324.36914463283716,330.0,,305.0,
2021-12-30,298.27,304.57,295.4,295.86,30886400,-0.013832872237591998,-0.013929437969901355,0.43768586767808343,3,7,319.5244474022072,325.0,1.0,315.0,
