date,open,high,low,close,volume,pct,Log_Return,sigma,dayofweek,daysLeft,strike,near_option,strategy_on,strike_real,is_strike
2021-11-10,143.93,146.3,138.52,139.87,82986325,-0.06077088369594397,-0.06269582921330341,0.38474192612034697,2,8,157.8751642027558,159.0,,134.0,
2021-11-11,142.955,146.47,140.84,146.01,67934845,0.04389790519768355,0.04296169272226005,0.38688853812649815,3,7,147.83926348267622,149.0,1.0,136.0,
2021-11-12,146.025,148.59,144.25,147.89,52162136,0.012875830422573786,0.012793641665205073,0.38666260710279643,4,6,153.74003282577556,155.0,,139.0,1.0
2021-11-15,148.0,148.98,142.86,146.49,52249771,-0.009466495368178895,-0.00951158743699897,0.3868318834172193,0,10,158.0686825555562,159.0,,145.0,
2021-11-16,145.93,153.08,145.34,152.45,53100810,0.04068537101508629,0.039879506692585144,0.3886602008099005,1,9,156.04275028934362,157.0,,146.0,
2021-11-17,151.98,154.6599,149.69,151.34,54527482,-0.007281075762544997,-0.0073077121678881635,0.38428916390815926,2,8,161.85131490570228,163.0,,161.0,
2021-11-18,157.07,158.89,152.56,155.02,60612733,0.024316109422492405,0.024025179586989836,0.38491560165965244,3,7,159.95235005426574,161.0,1.0,159.0,
2021-11-19,155.76,156.92,153.445,155.41,41505962,0.0025158044123338996,0.002512645074155209,0.38478840151790294,4,6,163.18410356610113,164.0,,149.0,1.0
2021-11-22,157.14,161.8799,152.39,152.52,58674078,-0.018595971945177148,-0.018771050938157438,0.3849574761436764,0,10,166.05267220983376,167.0,,155.0,
2021-11-23,150.41,152.66,145.2996,149.92,62802705,-0.017046944662995167,-0.01719391649925109,0.38507262243722246,1,9,162.41624801456604,163.0,,159.0,
2021-11-24,149.46,157.93,147.19,157.8,60677062,0.05256136606189976,0.05122658992166189,0.3882215004310621,2,8,159.07739988911823,160.0,,157.0,
2021-11-25,149.46,157.93,147.19,157.8,60677062,0.05256136606189976,0.0,0.3879597033091368,3,7,166.87445414023378,168.0,1.0,163.0,
2021-11-26,155.8,158.1,152.81,154.81,36245068,-0.018948035487959536,-0.019129849859399847,0.3868707118548879,4,6,166.17795017358426,167.0,,161.0,0.0
2021-11-29,157.5,162.505,156.1,161.91,57438867,0.04586267037013103,0.04484206674628691,0.38880586393336786,0,10,165.47088638122705,166.0,,164.0,
2021-11-30,163.28,164.4599,155.6801,158.37,75182545,-0.021863998517694938,-0.022106557795026485,0.3895618467605394,1,9,172.52391006035393,174.0,,167.0,
2021-12-01,160.37,160.88,148.92,149.11,64185119,-0.05847066995011674,-0.06024977890081842,0.39324875719980484,2,8,168.1597337332773,169.0,,163.0,
2021-12-02,147.675,152.53,146.47,150.68,56161216,0.01052913956139756,0.010474094221024197,0.392692002649317,3,7,157.79893915399603,159.0,1.0,160.0,
2021-12-03,151.645,152.38,140.72,144.01,65898833,-0.04426599415980892,-0.04527564121454911,0.3954728722495763,4,6,158.78009354010712,160.0,,168.0,0.0
2021-12-06,141.135,141.31,134.2,139.06,66776493,-0.03437261301298511,-0.03497724693841939,0.397155459547915,0,10,154.15525479657305,155.0,,167.0,
2021-12-07,143.9,145.76,141.0001,144.85,53359432,0.041636703581187984,0.04079322954448764,0.3989441821165856,1,9,148.37817678988515,149.0,,166.0,
2021-12-08,144.96,147.04,142.7,145.24,40977478,0.002692440455643874,0.002688822330775735,0.3978005336099931,2,8,154.02633042737,155.0,,174.0,
2021-12-09,145.16,146.69,137.8,138.1,53019926,-0.04916001101624912,-0.05040948613088876,0.40120010943254475,3,7,153.8042223569826,155.0,1.0,169.0,
2021-12-10,141.29,141.365,135.82,138.55,42224275,0.0032585083272991255,0.0032532108937410533,0.4007498402910722,4,6,145.68901845127533,147.0,,159.0,0.0
2021-12-13,138.25,139.4,133.415,133.8,42173963,-0.03428365211115125,-0.03488512361485939,0.402409057782359,0,10,148.44539204352068,149.0,,160.0,
2021-12-14,131.67,137.24,130.6,135.6,50754642,0.013452914798206095,0.013363227812166938,0.402581075881074,1,9,142.88825229401377,144.0,,155.0,
2021-12-15,135.11,146.69,133.81,146.5,72425783,0.0803834808259587,0.0773160529508268,0.4096281540387271,2,8,144.27110208833406,145.0,,149.0,
2021-12-16,147.0,147.93,137.02,138.64,63369550,-0.05365187713310593,-0.05514478304977149,0.4133888841234363,3,7,155.4030178328803,156.0,1.0,155.0,
2021-12-17,136.3,142.04,136.11,137.75,55692280,-0.0064195037507212005,-0.006440197374326679,0.4131325237900845,4,6,146.4965946387833,147.0,,155.0,0.0
2021-12-20,135.97,138.26,133.52,135.8,38195396,-0.014156079854809378,-0.014257232908428055,0.41336156702928334,0,10,147.90318690726733,149.0,,147.0,
2021-12-21,138.185,144.5,135.15,144.25,57762443,0.062223858615611194,0.06036469026361319,0.41751989898572134,1,9,145.28372795074813,146.0,,149.0,
2021-12-22,142.65,144.5,140.27,143.88,46923682,-0.002564991334488731,-0.002568286560785752,0.4175168162013187,2,8,153.827650204895,155.0,,144.0,
2021-12-23,143.89,149.018,143.85,146.14,48653789,0.01570753405615788,0.015585447535648543,0.4177327626648454,3,7,152.7973001403852,154.0,1.0,145.0,
2021-12-24,143.89,149.018,143.85,146.14,48653789,0.01570753405615788,0.0,0.4167590038704643,4,6,154.51108168729564,156.0,,156.0,0.0
2021-12-27,147.51,154.89,147.25,154.36,53296375,0.056247433967428595,0.054722470306346346,0.41708541539893756,0,10,157.0095772617803,158.0,,147.0,
2021-12-28,155.88,156.73,151.38,153.15,58699069,-0.007838818346721954,-0.007869703390633758,0.4171230674137179,1,9,165.24034191595945,166.0,,149.0,
2021-12-29,152.82,154.3399,147.29,148.26,51300205,-0.0319294809010775,-0.032450344050210675,0.4177174086021934,2,8,163.30859789427487,164.0,,146.0,
2021-12-30,147.44,148.85,144.85,145.15,44356997,-0.020976662619721975,-0.02119979875793467,0.4177982575021178,3,7,157.45330969400703,158.0,1.0,155.0,
2021-12-31,146.16,148.61,143.55,143.9,49448144,-0.008611780916293443,-0.008649076577316719,0.41600724727413796,4,6,153.46571348023735,154.0,,154.0,0.0
2022-01-03,145.135,151.65,145.02,150.24,59477667,0.04405837387074363,0.0431154015666307,0.4178580129459746,0,10,154.58296519807985,156.0,,156.0,
2022-01-04,151.01,152.42,140.7,144.42,80200455,-0.038738019169329174,-0.0395082944369173,0.41878447727928403,1,9,160.85022975897337,162.0,,158.0,
2022-01-05,142.815,143.76,135.29,136.15,65403174,-0.05726353690624553,-0.05896850190326682,0.42318952060293014,2,8,154.03892682242855,155.0,,166.0,
2022-01-06,136.19,138.0,131.77,136.23,64802937,0.0005875872199778698,0.0005874146582007502,0.4230125386272255,3,7,144.70639321341238,146.0,1.0,164.0,
2022-01-07,136.28,137.44,131.13,132.0,58441104,-0.03105042942083236,-0.03154271119159854,0.4242095059995916,4,6,144.13486099850576,145.0,,158.0,0.0
2022-01-10,129.08,132.42,125.03,132.0,84615836,0.0,0.0,0.4231930705385662,0,10,141.99987905861087,143.0,,154.0,
2022-01-11,133.45,138.99,131.59,137.31,77153906,0.04022727272727278,0.0394392207472896,0.4247217146125532,1,9,141.44526864184178,142.0,,156.0,
2022-01-12,138.585,140.57,135.77,137.47,69669598,0.0011652465224674113,0.0011645681496682402,0.42452791032705905,2,8,146.58931654438845,148.0,,162.0,
2022-01-13,139.44,141.25,131.81,132.74,76618059,-0.034407507092456435,-0.03501338376554963,0.4260684626600005,3,7,146.13751592060856,147.0,1.0,155.0,
2022-01-14,131.68,137.0,131.43,136.88,71078438,0.031188790116016163,0.030712301866159024,0.421996230194677,4,6,140.49958974654461,141.0,,146.0,0.0
2022-01-17,131.68,137.0,131.43,136.88,71078438,0.031188790116016163,0.0,0.421667381985919,0,10,147.19348048344935,148.0,,145.0,
2022-01-18,134.5,136.3893,131.59,131.93,56589456,-0.036163062536528234,-0.036833150688252686,0.4227824715423157,1,9,146.63791686543337,148.0,,143.0,
2022-01-19,133.55,134.57,128.02,128.27,68751849,-0.027741984385659002,-0.028134061583925816,0.4232736965350428,2,8,140.8036920223348,142.0,,142.0,
2022-01-20,126.04,128.51,121.41,121.89,91157293,-0.04973883215093167,-0.051018418644014324,0.4263421526647108,3,7,136.3328247294005,137.0,1.0,148.0,
2022-01-21,120.14,125.02,118.39,118.81,95685268,-0.0252686848798096,-0.025593420197548972,0.42701319744151867,4,6,129.02003904947313,130.0,,147.0,0.0
2022-01-24,115.4,116.77,107.5,116.53,115401016,-0.019190303846477574,-0.01937682788502408,0.42750516752340234,0,10,127.87234925990165,129.0,,141.0,
2022-01-25,114.1,114.82,109.86,111.13,85002907,-0.04633999828370383,-0.047448063387616896,0.4302553332984119,1,9,124.95627514638873,126.0,,148.0,
2022-01-26,114.55,117.16,108.63,110.71,94302613,-0.0037793575092234244,-0.0037865173261796823,0.42850517854977754,2,8,118.74121471190438,120.0,,148.0,
2022-01-27,111.96,112.75,101.94,102.6,125954124,-0.07325444855929908,-0.07607623713470629,0.43528883841115024,3,7,117.75772668373146,119.0,1.0,142.0,
2022-01-28,101.55,105.4,99.35,105.24,98732221,0.025730994152046716,0.025405523435422756,0.4357369662150713,4,6,108.73129167880572,110.0,,137.0,0.0
2022-01-31,107.93,114.31,106.9,114.25,97205994,0.08561383504370967,0.08214557360222215,0.44330964345253343,0,10,113.43750854980256,114.0,,130.0,
2022-02-01,116.75,117.26,112.73,116.78,122467874,0.02214442013129103,0.02190279308107747,0.4436728945628764,1,9,122.82801906810887,124.0,,129.0,
2022-02-02,129.89,130.06,120.64,122.76,180064993,0.051207398527145065,0.04993940689614388,0.4463768124129871,2,8,125.0362226279562,126.0,,126.0,
2022-02-03,120.32,125.37,118.816,120.08,103585547,-0.02183121537960253,-0.022073042426328966,0.4462180861376509,3,7,130.91134789506452,132.0,1.0,120.0,
2022-02-04,120.34,124.96,118.58,123.6,86207008,0.02931379080612917,0.028892357698383806,0.44672066872734056,4,6,127.44146894476789,128.0,,119.0,1.0
2022-02-07,123.56,127.63,122.785,123.67,81672504,0.0005663430420712601,0.0005661827303753621,0.4464388261070519,0,10,133.4797719613927,134.0,,110.0,
